customer_id,CAC,industry,company_size,LTV,Monthly_Revenue,plan_name,billing_frequency,Total_Revenue,Avg_Sentiment_Score,Active_Days,Usage_Events,Usage_Score,latest_end,Churned,LTV_CAC_Ratio,CAC_Payback_Months,Customer_Health_Score
0386482e-e9e2-4580-a6c0-efc88ae15a00,190.38,Healthcare,Large (201-1000),4710333.18,11526.11,Enterprise,monthly,294729.0,,22461,22571,1.0,2027-11-10,0,24741.74,0.0,0.7
03b6e385-819c-46b8-bb02-c997dc868983,235.49,Technology,Startup (1-10),439.36,85.0,Starter,monthly,137.0,0.5,209,209,1.0,2023-12-13,1,1.87,2.8,0.65
03f3203e-91a4-4373-9aae-34a3f87a69a3,222.7,Marketing,Medium (51-200),182697.74,4338.8,Business,monthly,20666.0,-1.0,5275,5290,1.0,2023-12-10,1,820.38,0.1,0.2
0480e328-5d5e-4f3d-b705-47cab9ab0f92,80.86,Real Estate,Large (201-1000),145874.58,1532.83,Enterprise,monthly,27350.0,-0.5,7126,7156,1.0,2025-10-01,0,1804.04,0.1,0.55
04acd5ef-3b4c-4213-9f03-76120a932f32,194.98,Manufacturing,Large (201-1000),2213127.67,8540.22,Enterprise,annual,171021.0,0.5,15278,15333,1.0,2027-01-21,0,11350.54,0.0,0.85
04b749e5-0fee-47bf-b5f8-53f41c1150f5,145.55,Manufacturing,Small (11-50),9138.74,302.2,Starter,annual,6939.6,1.0,1522,1522,1.0,2027-02-13,0,62.79,0.5,1.0
04d15b29-52e5-4bc5-9dad-34fa50dd55b1,141.15,Non-profit,Medium (51-200),28284.59,1427.67,Business,monthly,5446.0,,1909,1910,1.0,2025-05-22,1,200.39,0.1,0.5
053b1401-227b-411d-9abb-838801a4ebfa,242.45,Consulting,Medium (51-200),1436.33,75.67,Professional,monthly,1223.0,,532,532,1.0,2025-02-23,1,5.92,3.2,0.5
05779b33-b592-41bd-9337-d3e1b7aa16b6,181.18,Marketing,Small (11-50),5685.8,39.0,Starter,monthly,5594.0,-1.0,1945,1945,1.0,2030-08-09,0,31.38,4.6,0.4
05a9033b-56cf-45c3-a6da-b84d108f012f,30.26,Non-profit,Small (11-50),-211.9,89.15,Starter,annual,313.2,-1.0,84,84,1.0,2023-07-04,1,-7.0,0.3,0.2
05cd75e4-08f8-401b-9598-bfdae165da06,79.97,Media,Startup (1-10),2015.42,66.9,Professional,annual,1905.6,,1175,1176,1.0,2025-03-01,1,25.2,1.2,0.5
06224918-0503-4f34-a8fa-7ddad883437c,254.64,Consulting,Large (201-1000),113757.63,1716.29,Business,monthly,16704.0,-0.33,1937,1940,1.0,2025-06-22,0,446.74,0.1,0.6
062f2f84-8ac2-4331-8f7c-3ae3ad1fa738,116.84,Consulting,Medium (51-200),689471.03,2344.57,Professional,monthly,54626.0,-1.0,2998,2998,1.0,2027-10-13,0,5900.98,0.0,0.4
064946d6-d364-4ed8-88bd-848b6c1e758e,268.97,Media,Small (11-50),20841.85,548.96,Professional,annual,7503.6,0.0,2307,2309,1.0,2024-03-09,1,77.49,0.5,0.5
064afa13-a2b6-48fe-a67d-409cd010c829,378.21,Retail,Startup (1-10),5193.98,77.2,Starter,annual,3679.2,0.0,761,761,1.0,2025-12-19,0,13.73,4.9,0.7
0655c6cd-0fc6-415d-9c81-35487b20aebf,781.64,Retail,Small (11-50),820.11,76.47,Starter,annual,1813.2,-1.0,236,236,1.0,2022-05-28,1,1.05,10.2,0.2
06d4beb8-4070-4e68-a27a-73188394de37,142.1,Consulting,Small (11-50),18.71,29.0,Starter,monthly,29.0,-0.5,47,47,1.0,2023-01-04,1,0.13,4.9,0.35
0702d99e-93b2-4a8e-bd74-394b30f87aa4,63.17,Education,Medium (51-200),21685.7,432.88,Professional,annual,5147.4,0.5,1946,1946,1.0,2026-03-06,0,343.29,0.1,0.85
07309e11-dd35-497e-83f6-58b42956f23c,193.94,Finance,Medium (51-200),1689.85,252.45,Professional,annual,1611.6,0.0,370,371,1.0,2022-08-19,1,8.71,0.8,0.5
076f81a2-a989-4b3c-b3a8-c4104bb3a97a,176.12,Retail,Startup (1-10),473.35,29.0,Starter,monthly,493.0,-0.5,446,446,1.0,2026-04-01,0,2.69,6.1,0.55
07782a74-2367-4b84-bdbd-540e1fabe214,127.45,Marketing,Medium (51-200),98609.58,612.4,Business,monthly,19521.0,-1.0,3473,3476,1.0,2027-07-22,0,773.71,0.2,0.4
07c07692-716a-49f5-bee5-9ce973286b7d,142.95,Consulting,Medium (51-200),611420.93,2835.6,Professional,annual,42064.8,,3175,3178,1.0,2027-03-27,0,4277.17,0.1,0.7
07c1a238-2507-40dc-ad98-1540617e431a,112.82,Legal,Small (11-50),3069.03,297.5,Professional,monthly,704.0,0.0,837,838,1.0,2024-10-12,1,27.2,0.4,0.5
0886173a-4bb6-4f6c-a6d8-fee3c0ed2fc3,448.42,Manufacturing,Medium (51-200),70103.51,1918.25,Business,monthly,11221.0,-0.5,3366,3372,1.0,2024-09-22,1,156.33,0.2,0.35
08a8e1d9-850b-474e-b184-ae6e392f1654,180.54,Healthcare,Startup (1-10),387.41,46.75,Starter,monthly,432.0,-1.0,184,184,1.0,2023-11-11,1,2.15,3.9,0.2
0926e3b0-8b9b-4105-b66f-299339d1cf41,89.1,Retail,Medium (51-200),226692.46,504.97,Business,annual,80329.2,1.0,9651,9662,1.0,2032-04-16,0,2544.25,0.2,1.0
0930754a-41f3-4242-a561-2fbb9d2ebf73,113.57,Finance,Large (201-1000),141815.09,1843.0,Business,monthly,19521.0,0.25,8286,8307,1.0,2027-10-07,0,1248.7,0.1,0.77
0979d2f6-5113-4c17-ae3f-18e066ec4318,856.08,Media,Large (201-1000),6178472.23,8852.56,Enterprise,annual,347865.0,,50694,51004,1.01,2031-06-25,0,7217.17,0.1,0.71
0a0e5dee-da2b-4bc6-8f71-d7e806890070,67.85,Real Estate,Medium (51-200),608455.71,5778.1,Business,monthly,60817.0,,5542,5553,1.0,2025-03-08,1,8967.66,0.0,0.5
0a3d326d-6df9-41d6-8b57-3fb8e4db19d0,234.64,Retail,Enterprise (1000+),10955.09,455.5,Enterprise,monthly,6622.0,,1557,1561,1.0,2024-11-19,1,46.69,0.5,0.5
0a3edd2f-7033-4131-9de1-25f57689b540,97.09,Healthcare,Startup (1-10),2397.36,85.67,Starter,monthly,888.0,,663,663,1.0,2023-12-14,1,24.69,1.1,0.5
0a48ad3a-21cf-45dd-9edc-7293be1abad9,102.67,Finance,Large (201-1000),755807.86,2228.5,Enterprise,monthly,111266.0,-0.5,9905,9922,1.0,2029-02-28,0,7361.53,0.0,0.55
0a91d557-d765-4a89-b32b-1c41e8d2ac31,632.68,Legal,Small (11-50),6672.26,236.33,Professional,monthly,2519.0,0.0,1268,1269,1.0,2024-02-26,1,10.55,2.7,0.5
0acae5e0-b4c9-4804-ab46-e545cbe951a9,238.06,Marketing,Small (11-50),-541.94,114.5,Starter,monthly,29.0,,30,30,1.0,2024-01-09,1,-2.28,2.1,0.5
0ae6b358-b1b6-44f5-b930-2e9df8c5be11,65.29,Finance,Startup (1-10),95.35,37.0,Professional,monthly,147.0,0.0,198,198,1.0,2022-06-06,1,1.46,1.8,0.5
0b33a789-c40f-47d6-b9f0-611be85edc83,216.78,Media,Small (11-50),10.84,62.0,Professional,monthly,98.0,-1.0,117,117,1.0,2024-10-21,1,0.05,3.5,0.2
0b4499b1-07cf-4783-a930-13e56ac367af,666.1,Legal,Startup (1-10),6001.45,345.0,Starter,monthly,1249.0,-1.0,817,817,1.0,2024-12-07,1,9.01,1.9,0.2
0b934e79-1bc7-4afa-a1b7-c56da3a7d85c,113.45,Manufacturing,Small (11-50),8694.37,142.74,Professional,annual,5817.0,,1073,1073,1.0,2025-07-25,0,76.64,0.8,0.7
0b9ef7a1-610f-4128-8bb9-97bc42330079,190.83,Consulting,Large (201-1000),2668776.45,8188.13,Enterprise,monthly,188853.0,0.0,20520,20649,1.01,2027-10-22,0,13985.1,0.0,0.71
0bb714d8-c8d9-4f70-9280-b3202e7f6fac,203.7,Real Estate,Medium (51-200),2988.58,87.0,Business,monthly,2955.0,0.0,2008,2012,1.0,2026-04-28,0,14.67,2.3,0.7
0bbdee96-fac8-49d4-8fcd-d4f8a231d01d,1058.11,Finance,Large (201-1000),9684154.84,13247.71,Enterprise,monthly,520601.0,,51063,51330,1.01,2032-12-27,0,9152.31,0.1,0.71
0be75a80-3e93-4526-a08b-3379c978585c,128.82,Media,Startup (1-10),3455.87,62.25,Professional,monthly,3305.0,,1172,1172,1.0,2026-08-05,0,26.83,2.1,0.7
0c3478a4-75da-42f6-a694-1aa47d7b9b66,205.2,Non-profit,Startup (1-10),5101.59,71.5,Starter,annual,2479.2,,656,657,1.0,2025-11-16,0,24.86,2.9,0.7
0c4049da-8d08-4b14-8b45-8984eb6be14e,604.42,Healthcare,Large (201-1000),38965.78,821.5,Business,monthly,8959.0,0.0,2530,2531,1.0,2025-04-09,1,64.47,0.7,0.5
0c4b9aa8-9a94-4154-98dd-3c198d48f8f8,249.38,Healthcare,Large (201-1000),51137.34,254.65,Business,annual,20856.0,0.5,5022,5026,1.0,2028-10-21,0,205.06,1.0,0.85
0cc41c2f-a37a-4586-856d-2f47dc566634,84.56,Education,Small (11-50),2049.42,109.8,Starter,monthly,1752.0,0.0,234,234,1.0,2023-11-15,1,24.24,0.8,0.5
0cdbb9a9-471e-41e3-8b57-4ede4eb1988a,159.12,Legal,Large (201-1000),10783.93,274.67,Enterprise,monthly,11534.0,0.0,2499,2501,1.0,2026-03-06,0,67.77,0.6,0.7
0cf9ec64-e3f8-44f1-be3a-9550863f3efe,119.32,Legal,Small (11-50),1449.13,37.0,Professional,monthly,1403.0,0.0,1235,1237,1.0,2026-04-22,0,12.14,3.2,0.7
0d2e29dc-1b2f-4970-b41d-beb1a2cd18b5,99.32,Education,Startup (1-10),2252.61,102.75,Starter,annual,1526.4,0.0,715,717,1.0,2024-03-14,1,22.68,1.0,0.5
0d5717f2-4e16-4737-98b9-e76175bdf382,74.35,Media,Small (11-50),469.86,75.15,Professional,annual,2052.6,-1.0,404,405,1.0,2023-06-18,1,6.32,1.0,0.2
0d73e551-fa6c-4aac-8b0a-995b48c40904,90.11,Non-profit,Enterprise (1000+),310746.27,3676.28,Enterprise,annual,57330.0,,3694,3703,1.0,2025-04-20,1,3448.52,0.0,0.5
0d85fc3c-e06a-4215-af55-228e87760f47,188.9,Manufacturing,Enterprise (1000+),42898.57,1248.93,Business,annual,22843.2,0.0,2799,2805,1.0,2024-11-13,1,227.1,0.2,0.5
0d8a4b1b-9e69-495e-9667-bb9e1757a4a5,368.14,Legal,Large (201-1000),197488.04,3713.66,Business,annual,28224.0,,2320,2324,1.0,2025-03-01,1,536.45,0.1,0.5
0dc9e711-fb84-4c77-905e-41a34cfa25b3,176.85,Non-profit,Startup (1-10),1221.14,30.92,Starter,annual,1426.2,0.0,451,451,1.0,2025-11-11,0,6.9,5.7,0.7
0dedc322-733d-4538-9098-2a5b4c5fa96b,61.24,Real Estate,Large (201-1000),31062.19,884.2,Enterprise,annual,19914.0,0.0,2918,2925,1.0,2024-02-08,1,507.22,0.1,0.5
0e92821d-7bfe-4c83-8976-7ca4910b1872,90.03,Media,Medium (51-200),1400247.71,7561.56,Business,annual,93798.6,0.5,10159,10182,1.0,2025-09-04,0,15553.12,0.0,0.85
0e9314cb-14c4-4556-9660-a806f7c58621,146.23,Manufacturing,Small (11-50),115.06,29.0,Starter,monthly,116.0,0.0,132,132,1.0,2025-05-08,1,0.79,5.0,0.5
0e98178d-7f7c-46a4-9c7e-6e5dec684f04,70.97,Media,Medium (51-200),282.73,45.83,Professional,annual,1099.8,1.0,217,217,1.0,2022-12-27,1,3.98,1.5,0.8
0ea2dec3-27e7-4878-ab51-2cc099b66da4,611.94,Legal,Startup (1-10),288.13,43.5,Starter,monthly,261.0,,187,187,1.0,2023-12-11,1,0.47,14.1,0.5
0f229b47-3e02-4c1b-81b7-04c57651e8b6,103.92,Real Estate,Small (11-50),22.73,26.1,Starter,annual,313.2,,56,56,1.0,2022-04-19,1,0.22,4.0,0.5
0f936042-abd6-4709-aaef-794ceb05734b,234.12,Manufacturing,Startup (1-10),-137.9,52.0,Starter,monthly,29.0,0.0,14,14,1.0,2023-04-10,1,-0.59,4.5,0.5
0ff6254f-8e26-41ad-aa99-fa0c8382e70b,173.83,Education,Enterprise (1000+),55867.35,8208.0,Enterprise,monthly,4788.0,,4185,4209,1.01,2025-06-15,0,321.39,0.0,0.71
108c6faa-347e-4deb-8d9b-cc3a6677bdb7,269.62,Non-profit,Small (11-50),52219.29,1117.75,Professional,monthly,6979.0,1.0,2015,2015,1.0,2024-10-12,1,193.68,0.2,0.8
1109637d-5f15-495a-9639-e2d08063cf11,66.04,Legal,Startup (1-10),435463.03,2162.33,Professional,annual,36830.4,,4558,4564,1.0,2026-07-20,0,6593.93,0.0,0.7
110aa2a4-3776-41f3-98af-bb96e0eca78c,525.14,Media,Large (201-1000),149767.45,1734.67,Enterprise,monthly,27909.0,-1.0,10089,10126,1.0,2027-03-16,0,285.2,0.3,0.4
115d7af7-7d87-4780-a404-832159a14a50,518.9,Non-profit,Enterprise (1000+),1.197428484E7,19771.2,Enterprise,annual,510366.0,-0.33,43019,43321,1.01,2028-07-28,0,23076.29,0.0,0.61
11c1c361-fdd3-4125-ad4b-4e3413f41e18,42.72,Retail,Small (11-50),625.39,38.88,Professional,annual,1399.8,0.0,452,453,1.0,2024-07-27,1,14.64,1.1,0.5
11d0a40f-0db3-4b26-8f92-03f6eac711e6,67.68,Technology,Medium (51-200),222.52,72.22,Professional,annual,1699.8,,208,208,1.0,2025-02-18,1,3.29,0.9,0.5
1205f1f1-76dd-4cd7-ae66-32bd3720998b,18.25,Marketing,Startup (1-10),828741.65,2353.09,Professional,annual,63612.6,,8195,8204,1.0,2027-10-27,0,45410.5,0.0,0.7
1235d745-633a-4647-b3ed-27455733881b,154.03,Education,Medium (51-200),361557.43,1844.86,Business,monthly,40884.0,,4137,4140,1.0,2027-02-04,0,2347.32,0.1,0.7
123f333b-66bc-4451-b135-e9489306e5e8,53.18,Consulting,Startup (1-10),185.23,29.0,Starter,monthly,203.0,-0.25,184,184,1.0,2024-03-23,1,3.48,1.8,0.43
1256c9ff-d4de-49b6-9e9e-cb1f4efc9a36,97.11,Healthcare,Large (201-1000),217792.14,790.53,Business,annual,32044.8,0.0,10163,10189,1.0,2028-07-22,0,2242.74,0.1,0.7
128ebf7e-425b-4068-a3ad-6d9f27a6014b,67.99,Finance,Large (201-1000),542985.45,9249.5,Enterprise,monthly,300.0,0.2,,,,2025-01-19,1,7986.25,0.0,0.06
12dd8aac-4668-4084-81bd-137d2f4d80c9,241.0,Media,Enterprise (1000+),1.39664577E7,12276.27,Enterprise,monthly,716658.0,0.0,36393,36534,1.0,2032-10-21,0,57952.11,0.0,0.7
12e2e1e1-954e-42a2-a44b-1ea591c74ecc,602.94,Technology,Startup (1-10),305.65,110.0,Starter,monthly,87.0,-1.0,237,237,1.0,2024-10-03,1,0.51,5.5,0.2
13443ee9-3734-4f91-ad44-f81a0a4c8e32,72.33,Consulting,Large (201-1000),6881.59,99.81,Enterprise,annual,9582.0,-1.0,3311,3320,1.0,2026-08-12,0,95.14,0.7,0.4
13d17ba1-8ad8-47ef-af06-ad57bfb21573,435.43,Manufacturing,Medium (51-200),2618.14,128.75,Professional,annual,1758.6,,484,484,1.0,2022-10-28,1,6.01,3.4,0.5
1465cc31-8ddc-4cf9-bb93-18979062c88d,292.86,Legal,Enterprise (1000+),5090223.94,6834.91,Enterprise,annual,329856.0,-0.5,29722,29847,1.0,2029-09-14,0,17381.08,0.0,0.55
1484556a-0c70-47f1-a392-58171406bc95,146.82,Finance,Small (11-50),822.98,68.87,Starter,annual,1226.4,-1.0,259,259,1.0,2023-06-09,1,5.61,2.1,0.2
14932385-6df8-4b64-85f6-e9a8f4e2d88a,225.33,Finance,Enterprise (1000+),19263.33,646.13,Enterprise,annual,11493.0,0.0,1827,1829,1.0,2023-02-23,1,85.49,0.3,0.5
14ed995d-99bd-4e7e-94c9-1463726cf462,163.63,Real Estate,Medium (51-200),5872.74,62.0,Business,monthly,5671.0,0.0,5135,5138,1.0,2029-07-15,0,35.89,2.6,0.7
1537d6df-2bbb-43c9-b521-9b9cbf714fc9,143.1,Finance,Startup (1-10),451.84,29.0,Starter,monthly,435.0,,410,410,1.0,2026-03-08,0,3.16,4.9,0.7
1539e028-1c23-4b6f-b160-10857fc21146,101.74,Real Estate,Small (11-50),350.25,104.4,Starter,annual,0.0,0.33,196,196,1.0,2024-08-14,1,3.44,1.0,0.6
155fbe5d-79c5-4cbc-8397-78fa3ef14db9,163.41,Media,Medium (51-200),69676.22,1437.0,Business,monthly,11250.0,0.0,3297,3301,1.0,2024-04-14,1,426.39,0.1,0.5
15eaa9c0-1116-4fdb-a291-1770e43b82cc,101.28,Marketing,Small (11-50),2079.03,173.75,Professional,monthly,611.0,-1.0,550,550,1.0,2024-02-11,1,20.53,0.6,0.2
16775ff6-f677-4d68-a77a-270a6d58b2eb,609.33,Non-profit,Small (11-50),6518.07,198.25,Starter,annual,2632.2,0.5,804,804,1.0,2024-02-16,1,10.7,3.1,0.65
1717c861-0e3c-49e2-a4e0-460be98b58f9,1064.85,Healthcare,Medium (51-200),63705.71,2757.83,Business,annual,18028.8,0.0,3373,3381,1.0,2023-06-03,1,59.83,0.4,0.5
175672a0-c009-4690-85fa-c64ffbe88648,229.22,Real Estate,Enterprise (1000+),5640848.76,9705.64,Business,annual,241075.2,0.0,23473,23579,1.0,2028-12-22,0,24608.89,0.0,0.7
17ec3d62-e9ff-4465-983e-dc7db3bf71d8,120.58,Education,Medium (51-200),2709.03,356.67,Business,monthly,647.0,0.0,616,617,1.0,2024-05-23,1,22.47,0.3,0.5
183f563d-6437-4685-9035-f308e25f581d,216.72,Marketing,Medium (51-200),25825.84,921.2,Business,monthly,5029.0,0.0,2398,2407,1.0,2023-05-01,1,119.17,0.2,0.5
1842661f-4fc0-422a-a10e-6c687f34fb10,209.36,Education,Enterprise (1000+),39049.47,896.69,Business,annual,15532.8,0.5,1803,1807,1.0,2024-05-11,1,186.52,0.2,0.65
185f3533-32e7-4ca6-9ff4-45373be0532b,780.8,Real Estate,Enterprise (1000+),1531503.85,7163.12,Enterprise,annual,144900.0,0.0,8863,8887,1.0,2025-05-17,1,1961.45,0.1,0.5
1864d90b-5449-4d0d-8703-069d4b1a5e35,318.66,Finance,Large (201-1000),532022.64,1158.67,Business,monthly,66482.0,0.67,16157,16189,1.0,2031-01-03,0,1669.56,0.3,0.9
1874c83d-0b32-4181-a763-365bc3c5c69e,99.34,Retail,Small (11-50),94.5,51.65,Starter,annual,313.2,-0.33,129,129,1.0,2022-06-08,1,0.95,1.9,0.4
18889ad6-892e-4bfb-9290-64aa5671030e,119.64,Legal,Large (201-1000),2430.64,480.31,Enterprise,annual,3951.0,0.0,1029,1031,1.0,2023-05-19,1,20.32,0.2,0.5
1889b550-3ff0-4c82-8e70-d7f57d41d2cb,94.63,Manufacturing,Small (11-50),2205.81,67.67,Professional,monthly,1404.0,-1.0,891,892,1.0,2024-01-12,1,23.31,1.4,0.2
195b86fa-764e-43ec-82d8-dcca4ee7b426,155.74,Consulting,Startup (1-10),109.03,37.0,Professional,monthly,196.0,-0.5,200,200,1.0,2022-07-07,1,0.7,4.2,0.35
1978f713-4db7-4af5-9fb7-9e1bcd402937,56.33,Legal,Startup (1-10),20555.95,287.08,Professional,annual,17834.4,0.0,2395,2395,1.0,2027-12-28,0,364.92,0.2,0.7
1979ab74-6dd5-420f-9992-8e35c00d940b,39.28,Non-profit,Small (11-50),2118.87,145.0,Starter,monthly,406.0,0.0,907,907,1.0,2024-05-15,1,53.94,0.3,0.5
19fa079f-49ae-42da-b004-befcc72f87b9,66.55,Healthcare,Enterprise (1000+),25657.92,1225.9,Enterprise,annual,16062.0,0.0,2707,2720,1.0,2024-06-07,1,385.54,0.1,0.5
1a23e441-7875-4ea6-99e3-72e6cd60eb06,53.29,Marketing,Large (201-1000),9440.36,698.0,Business,monthly,2020.0,,1346,1352,1.0,2025-01-27,1,177.15,0.1,0.5
1a328c4e-e274-426a-90df-21072faabd70,171.66,Technology,Enterprise (1000+),86121.11,3374.05,Enterprise,annual,19023.0,0.0,5065,5099,1.01,2022-12-02,1,501.7,0.1,0.51
1a4eceb6-d261-4d9a-9724-9a5ccab32d25,205.05,Retail,Startup (1-10),44.39,83.0,Starter,monthly,87.0,,152,152,1.0,2023-01-11,1,0.22,2.5,0.5
1a6814fa-a5db-4cd1-93f8-479e7113231d,71.7,Media,Medium (51-200),4976.0,947.67,Professional,monthly,642.0,1.0,528,529,1.0,2022-04-28,1,69.4,0.1,0.8
1a764a4f-4e45-431c-9748-9bb310b742bf,79.98,Real Estate,Startup (1-10),12947.19,384.5,Professional,monthly,2309.0,-0.33,2257,2258,1.0,2025-01-19,1,161.88,0.2,0.4
1acc6f40-4440-47f0-82c7-928b0da238f1,164.43,Retail,Startup (1-10),634.15,41.65,Professional,annual,999.6,0.5,821,823,1.0,2025-05-12,1,3.86,3.9,0.65
1ade6f02-74c0-42f6-b955-93c7ad333e48,218.32,Technology,Startup (1-10),13106.55,299.5,Starter,monthly,4282.0,-0.5,703,703,1.0,2025-02-06,1,60.03,0.7,0.35
1af0b8d8-5bcd-4e5e-9d1d-b69a0786f2ed,177.28,Finance,Enterprise (1000+),-58.06,137.13,Enterprise,annual,2691.0,-1.0,155,155,1.0,2023-04-15,1,-0.33,1.3,0.2
1b1aeca4-e3bc-4d20-9443-4d9acbfbbeb7,42.05,Retail,Startup (1-10),440.34,65.25,Starter,annual,626.4,1.0,222,222,1.0,2023-06-07,1,10.47,0.6,0.8
1b249737-3054-42f6-ab95-994a6a2c61f7,261.7,Legal,Small (11-50),74443.55,991.75,Professional,monthly,9369.0,1.0,2479,2482,1.0,2026-03-07,0,284.46,0.3,1.0
1b9d4f39-4722-4d35-9afa-25722cd37f4f,64.73,Education,Enterprise (1000+),1.53200066E7,102313.5,Enterprise,annual,295398.0,1.0,32010,32465,1.01,2025-05-22,1,236675.52,0.0,0.8
1c2dc155-a071-4b3f-89b9-2d9083a5029c,91.88,Marketing,Small (11-50),856.52,25.55,Starter,annual,1226.4,0.0,587,587,1.0,2026-08-02,0,9.32,3.6,0.7
1c95b36d-da99-42fa-8d5b-6f6dd5f46717,197.6,Retail,Enterprise (1000+),6635534.64,15644.75,Enterprise,annual,320634.0,,33451,33690,1.01,2027-01-15,0,33580.64,0.0,0.71
1cc18af5-cbc3-493e-be15-bee47c5cf805,125.06,Manufacturing,Small (11-50),1493.04,87.0,Starter,monthly,696.0,,392,392,1.0,2025-02-01,1,11.94,1.4,0.5
1d054f76-ea14-4e5c-b15e-44be41857fd6,232.85,Education,Small (11-50),2073.68,78.3,Starter,annual,1252.8,1.0,394,394,1.0,2023-09-27,1,8.91,3.0,0.8
1d96e086-382f-47ec-9fa4-2273c8570c2a,277.4,Education,Large (201-1000),1056983.74,4026.88,Enterprise,annual,112842.0,,19781,19890,1.01,2028-05-02,0,3810.32,0.1,0.71
1da69aa1-bd2b-4e26-a750-d85a91fdc112,118.52,Finance,Small (11-50),879.19,237.0,Professional,monthly,316.0,0.33,409,410,1.0,2023-04-22,1,7.42,0.5,0.6
1e3ae137-56ed-425e-8095-0a9ed5f6669f,146.97,Marketing,Large (201-1000),2460012.32,4312.4,Enterprise,monthly,216078.0,,56989,57320,1.01,2034-01-08,0,16738.19,0.0,0.71
1e61940a-932c-482d-bb84-9d09b831d1c9,192.34,Healthcare,Startup (1-10),1581.93,66.33,Starter,monthly,859.0,0.0,342,342,1.0,2024-10-20,1,8.22,2.9,0.5
